APPLICATION_ID,ACTIVITY,ADMINISTERING_IC,APPLICATION_TYPE,ARRA_FUNDED,AWARD_NOTICE_DATE,BUDGET_START,BUDGET_END,CFDA_CODE,CORE_PROJECT_NUM,ED_INST_TYPE,FOA_NUMBER,FULL_PROJECT_NUM,FUNDING_ICs,FUNDING_MECHANISM,FY,IC_NAME,NIH_SPENDING_CATS,ORG_CITY,ORG_COUNTRY,ORG_DEPT,ORG_DISTRICT,ORG_DUNS,ORG_FIPS,ORG_IPF_CODE,ORG_NAME,ORG_STATE,ORG_ZIPCODE,PHR,PI_IDS,PI_NAMEs,PROGRAM_OFFICER_NAME,PROJECT_START,PROJECT_END,PROJECT_TERMS,PROJECT_TITLE,SERIAL_NUMBER,STUDY_SECTION,STUDY_SECTION_NAME,SUBPROJECT_ID,SUFFIX,SUPPORT_YEAR,DIRECT_COST_AMT,INDIRECT_COST_AMT,TOTAL_COST,TOTAL_COST_SUB_PROJECT
9591306,I01,VA,7,N,10/27/2017,10/1/2017,10/2/2017,999,I01BX001799,,RFA-BX-12-001,7I01BX001799-05,,Non-SBIR/STTR RPGs,2018,Veterans Affairs,,INDIANAPOLIS,UNITED STATES,,7,608434697,US,481029,RLR VA MEDICAL CENTER,IN,462022803,,8482382; ,"DAVE, UTPAL P;",,10/1/2012,10/2/2017,Adult T-Cell Leukemia/Lymphoma; Affect; Age-Years; Autocrine Communication; Autoimmune Diseases; Binding; Bone Marrow; Cell Line; Complex; cytokine; Cytokine Receptors; Data; Diagnosis; Disease; Enzymes; experimental study; Female; Functional disorder; gain of function mutation; Genes; Genetic Transcription; Grant; Growth; Human T-lymphotropic virus 1; IL2 gene; IL2RA gene; IL4R gene; IL7R gene; in vivo; Infection; Infiltration; inhibitor/antagonist; Integration Host Factors; Interleukin 2 Receptor Gamma; Interleukin-2; interleukin-21 receptor; JAK3 gene; Laboratories; leukemia/lymphoma; Leukemic Cell; Ligand Binding; Lymphoma; male; Malignant Neoplasms; Methylation; Modeling; mutant; Mutation; Neoplasms; novel therapeutic intervention; novel therapeutics; Oncogenes; outcome forecast; overexpression; Pathogenesis; Pathway interactions; Patients; Pharmaceutical Preparations; phase III trial; Phosphotransferases; Population; Psoriasis; Regimen; Reporting; Resistance; Retroviridae; Rheumatoid Arthritis; Role; Signal Transduction; standard care; Stimulus; T-Cell and NK-Cell Neoplasm; T-Cell Lymphoma; T-Lymphocyte; tax Genes; Taxes; Testing; therapy resistant; Transplantation; tumor progression; Veterans; Viral; Viral Proteins; ,Pathophysiology of Adult T-cell Leukemia/Lymphoma,1799,HEMA,Hematology ,,,5,,,,
9487845,IK2,VA,5,N,10/26/2017,10/1/2017,9/30/2018,999,IK2BX001677,,RFA-BX-12-008,5IK2BX001677-05,,OTHERS,2018,Veterans Affairs,,DECATUR,UNITED STATES,,4,824835805,US,481023,VETERANS HEALTH ADMINISTRATION,GA,300334004,"PUBLIC HEALTH RELEVANCE:         The VA is the largest single provider of HIV care in the United States. Recent data reveals that even with acceptable viral loads as many as 50% of patients with HIV display mild cognitive dysfunction when carefully examined. The economic impact of mild cognitive impairment associated with either HIV infection or the medical therapy of treating HIV infection is just beginning to be understood. Depressed mood, malaise, and lack of concentration are insidious in onset but may hinder a veteran's access to treatment and their ability to remain employed. Perpetual modification of drug regimens to minimize adverse neurologic effects is wasteful. It is imperative to determine which, if any, anti-HIV drugs produce structural, physiological, or behavioral disturbances in the laboratory. This translational research can lead to improved quality of life for veterans and non-veterans suffering from HIV infection and reduced costs for overall care by decreasing the number of disabled veterans.",10719593; ,"GARCIA, PAUL S;",,10/1/2013,9/30/2018,Acute; Adverse effects; Afferent Neurons; Anatomy; Anesthesia procedures; Animal Behavior; Animal Model; Animals; Anti-HIV Agents; Anti-Retroviral Agents; antiretroviral therapy; arm; Award; Bathing; behavior test; Behavioral; Biophysics; Brain; Brain region; brain tissue; Caring; Central Nervous System Agents; Chronic; Clinical; Clinical Research; Cognitive; cognitive change; Cognitive deficits; cognitive task; combat; Complex; Confusion; cost; Data; Dementia; Depressed mood; design; Detection; Deterioration; Developed Countries; Disabled Persons; Drug Exposure; drug modification; Drug usage; economic impact; experimental study; Functional disorder; Funding; Future; Goals; Health; Health Services Accessibility; Hippocampus (Brain); HIV; HIV Infections; HIV Seropositivity; HIV-associated neurocognitive disorder; immune system function; Impaired cognition; Impairment; improved; In Vitro; in vivo; in vivo Model; Incidence; Infection; Inflammation; Interruption; Investigation; Knowledge; Laboratories; Lead; Long-Term Potentiation; Malaise; Measurable; Measures; Mediating; Medical; Membrane; Memory; Memory impairment; Memory Loss; Mentors; Methods; mild cognitive impairment; Modality; Modeling; Morphology; nervous system disorder; Neuraxis; Neurocognitive; Neurocognitive Deficit; Neurologic; Neurologic Effect; Neurologic Symptoms; neuronal excitability; Neurons; neurophysiology; Neuropsychological Tests; Neurosciences; neurotoxic; neurotoxicity; neurotransmission; novel; object recognition; Operative Surgical Procedures; Outcome; Patients; Peripheral Nervous System Diseases; Pharmaceutical Preparations; Pharmacology; Pharmacotherapy; Phylogenetic Analysis; Physiological; Physiology; Play; Population; pre-clinical; Prevalence; programs; Provider; public health relevance; Quality of life; Radial; Regimen; Research; Role; Science; screening; Secure; Signal Transduction; skills; Slice; spatiotemporal; Structure; Study models; subcutaneous; symptomatology; Synaptic Transmission; Techniques; Temporal Lobe; Testing; Therapeutic Agents; tool; Toxic effect; Training; Translating; Translational Research; treatment strategy; United States; Veterans; Viral Load result; Water; Work; ,Effects of Antiretrovirals on Neuronal Health: Screening ARVs for Neurotoxicity,1677,NURC,Neurobiology C ,,,5,,,,
9448721,I01,VA,2,N,10/25/2017,10/1/2017,9/30/2018,999,I01BX001921,,RFA-BX-17-001,2I01BX001921-05A1,,Non-SBIR/STTR RPGs,2018,Veterans Affairs,,BALTIMORE,UNITED STATES,,7,796532609,US,481039,BALTIMORE VA MEDICAL CENTER,MD,212011524,"Venous thrombus embolism (VTE) which includes deep venous thrombosis (DVT) is a common and serious clinical problem with 350,000 to 600,000 cases per year in the United States and 200,000 deaths from pulmonary embolism. Military personnel are at increased risk of DVT due to significant periods of travel, prolonged evacuation times, dehydration, and tobacco use. Over half of the surgical patients at Veterans Affair Medical Centers develop VTE. The incidence in Veterans is likely to increase due to increasing age and obesity. Existing therapies for DVT rely on anticoagulants, which do not enhance resolution of the clots, but only prevent further clot development. Delayed or incomplete clot resolution frequently leads to post- thrombotic syndrome- a long-term complication associated with debilitating limb swelling, pain, and recurrent skin ulceration. The goal of this research is to better understand the molecular and cellular processes that regulate thrombus resolution, so that specific therapies to accelerate the resolution process can be developed.",7040487; ,"ANTALIS, TONI M;",,7/1/2013,9/30/2021,Acute; Adjuvant; Affect; Age; Agonist; Air; American; Anti-inflammatory; Anti-Inflammatory Agents; Anticoagulants; Award; base; Biological Assay; Biomechanics; Blood coagulation; Cell Culture Techniques; Cell physiology; Cell Survival; Cells; Cessation of life; chemokine; Chronic; Clinical; Clinical Research; clinical translation; clinically relevant; Coagulation Process; Competence; Complication; cytokine; Cytolysis; Data; Deep Vein Thrombosis; Dehydration; Development; Disease; effective therapy; Embolism; Experimental Animal Model; Experimental Models; experimental study; Fibrin; Fibrin split products; Fibrinolysis; Flow Cytometry; Generations; Genetic; Goals; Health; Hospitalization; Human; Immune response; Immunohistochemistry; Immunosuppressive Agents; improved; in vivo; Incidence; Inflammation; Inflammatory; inhibitor/antagonist; Injury; insight; Knowledge; Lead; Leg; Leg Ulcer; Limb structure; macrophage; Malignant Neoplasms; Mediating; Medical center; Messenger RNA; Methods; Military Personnel; Molecular; Molecular Analysis; Morbidity - disease rate; mortality; mouse model; Mus; neutrophil; novel; Obesity; Obstruction; Operative Surgical Procedures; outcome forecast; Pain; Paralysed; Pathogenesis; Pathway interactions; Patients; Peptide Hydrolases; Peptides; Phenotype; Plasmin; Plasminogen; Plasminogen Activator Inhibitor 1; Plasminogen Activator Inhibitor 2; Play; Population; Postphlebitic Syndrome; Pre-Clinical Model; premature; prevent; Process; programs; Property; Protein Analysis; Pulmonary Embolism; Recruitment Activity; Recurrence; Regulation; repaired; Research; Resolution; Risk; Risk Factors; Role; Serine Proteinase Inhibitors; Serpins; Signal Pathway; Signal Transduction; Skin; Skin Ulcer; Source; Swelling; System; Testing; Therapeutic; thrombolysis; Thrombus; Time; TLR4 gene; Tobacco use; Trauma; Travel; United States; Urokinase; urokinase inhibitor; Veins; Venous; Venous Thrombosis; Veterans; ,Proteolytic Pathways in Venous Thrombus Resolution,1921,HEMA,Hematology ,,A1,5,,,,
9441272,IK6,VA,1,N,10/25/2017,10/1/2017,9/30/2018,999,IK6CX001644,,RFA-CX-17-022,1IK6CX001644-01,,OTHERS,2018,Veterans Affairs,,SAN DIEGO,UNITED STATES,,52,73358855,US,481156,VA SAN DIEGO HEALTHCARE SYSTEM,CA,921610002,"Project Narrative The proposed work aims to understand the organization and function of the brain systems that support human memory and to illuminate the nature of memory disorders. We are studying individuals with memory impairment due to brain injury, and we are studying healthy volunteers using functional magnetic resonance imaging (fMRI). The neuropathology has been thoroughly documented quantitatively with MRI. Memory problems are commonly reported in conjunction with neurological and psychiatric illness and are a significant issue in veterans? health. Improved knowledge about how memory works, and about how memory fails after injury or disease, lays a foundation for the development of interventions to help diagnose, treat, and prevent the diseases that affect memory, including Alzheimer?s disease. Better knowledge about how memory works, and how to measure it, also provides a foundation for improved assessment of memory impairment, which is increasingly significant in Veterans returning from combat and in aging Veterans.",1961026; ,"SQUIRE, LARRY R;",,10/1/2017,9/30/2024,Academy; Affect; Aging; Alzheimer's Disease; Anatomy; Animal Model; Award; Awareness; Base of the Brain; Bilateral; Biological; Book Chapters; Books; Brain; Brain Diseases; Brain Injuries; career; Code; Cognition; Collaborations; combat; Confusion; Conscious; Diagnosis; Disease; distinguished professor; Doctor of Philosophy; Early Diagnosis; Educational Curriculum; Epilepsy; Episodic memory; Event; experience; Eye Movements; Face; Faculty; Familiarity; Foundations; Functional Magnetic Resonance Imaging; Funding; Future; Grant; Health; health science research; healthy volunteer; Hippocampus (Brain); Human; Impairment; improved; indexing; Individual; Injury; insight; Institutes; Internet; Investigation; journal article; Knowledge; Learning; Lesion; life history; long term memory; Magnetic Resonance Imaging; Measures; Medial; Medicine; member; Memory; Memory Disorders; Memory impairment; memory recognition; Mental disorders; Mind; Modeling; Nature; nervous system disorder; Neurologic; Neurons; neuropathology; Neuropsychology; Neurosciences; nonhuman primate; normal aging; novel; Operative Surgical Procedures; organizational structure; Paper; Patients; Peer Review; Population; prevent; Prevention; Principal Investigator; procedural memory; programs; Progress Reports; Psyche structure; Psychology; Publications; Rattus; Reporting; Research; Research Activity; Research Personnel; response; Rodent; Role; sample fixation; Sampling; Scanning; Science; Scientist; Series; Short-Term Memory; Specialist; Structure; Support System; System; Techniques; Temporal Lobe; Testing; therapy development; Time; Unconscious State; United States National Academy of Sciences; United States National Institutes of Health; Veterans; Work; ,CSR&D Research Career Scientist Award,1644,RCSR,Research Career Scientist ,,,1,,,,
9380319,I01,VA,5,N,10/26/2017,10/1/2017,9/30/2018,999,I01CX001012,,RFA-CX-14-006,5I01CX001012-03,,Non-SBIR/STTR RPGs,2018,Veterans Affairs,,WEST HAVEN,UNITED STATES,,3,39624291,US,481020,VA CONNECTICUT HEALTHCARE SYSTEM,CT,65162770,"PUBLIC HEALTH RELEVANCE:         Project Narrative: Alcohol dependence continues to have a tremendous impact on veterans, and there is a great need for new treatments that supersede the limitations of those currently available. The proposed clinical effectiveness trial will evaluate the usefulness of zonisamide, a medication that appears likely to realize the goal of breaking the boundaries of current treatments, for treating alcohol-dependent veterans.",8750946; ,"ARIAS, ALBERT JOSEPH;",,10/1/2015,9/30/2020,acamprosate; Adherence; Adverse effects; Afghanistan; Aftercare; alcohol abuse therapy; Alcohol consumption; alcohol craving; Alcohol dependence; alcohol use disorder; Alcoholism; alcoholism therapy; Anticonvulsants; Anxiety Disorders; Behavior Therapy; Biological Markers; Clinical; Consumption; cost; craving; Depressive disorder; Development; Disease remission; Disulfiram; Dopamine; dosage; Dose; Double-Blind Method; double-blind placebo controlled trial; drinking; dual diagnosis; Effectiveness; effectiveness clinical trial; experience; follow-up; Functional disorder; Funding; General Population; Generic Drugs; Genes; Genetic Polymorphism; Genotype; Glutamates; Goals; Grant; Heavy Drinking; High Prevalence; impression; improved outcome; Individual; Injection of therapeutic agent; innovation; Iraq; Measures; Medical; Medicine; men; Mental disorders; Methodology; Methods; Military Personnel; Mood Disorders; Naltrexone; Neurotransmitters; Outcome; Outcome Assessment; Outcome Measure; Patient-Focused Outcomes; personalized medicine; Pharmaceutical Preparations; Pharmacogenetics; Pharmacologic Actions; Pharmacology; Pilot Projects; Placebo Control; Placebos; Population; Prevalence; primary care setting; primary outcome; Public Health; public health relevance; Randomized; Regimen; Resources; Sampling; Serotonin; Services; System; TimeLine; topiramate; translational neuroscience; treatment response; trial design; United States; United States Food and Drug Administration; Veterans; Vietnam; Work; ,Effectiveness of Zonisamide in the Treatment of Alcohol Dependent Veterans,1012,CLNA,Clinical Trials - A ,,,3,,,,
9378734,I01,VA,5,N,10/26/2017,10/1/2017,9/30/2018,999,I01CX001416,,RFA-CX-15-006,5I01CX001416-02,,Non-SBIR/STTR RPGs,2018,Veterans Affairs,,LONG BEACH,UNITED STATES,,47,625399951,US,481011,VETERANS HEALTH ADMINISTRATION,CA,908225201,"PUBLIC HEALTH RELEVANCE:          Current treatments for Veterans with PTSD include medications and therapy where the patient talks about traumatic events in order to desensitize to them. While these treatments work for many, a large minority of Veterans do not want medications or exposure therapy. We developed an acupuncture (ACU) treatment for PTSD in order to broaden treatment options. Our first study showed that it helped most people. However, we need better scientific evidence that it works by comparing ACU to a placebo, such as 'sham' acupuncture (fewer needles in non-important sites) and determining if ACU alters abnormal physiology in PTSD. In this study 90 Veterans will be randomly assigned (like a coin flip) to receive either ACU or sham. We expect to find that the ACU treated patients have more improvement in PTSD and in physiology (less startle reaction - assessed non-invasively using skin sensors) than the patients in the sham group. This study will provide information to support the use of acupuncture for PTSD at the VA, which will expand treatment options.",11258011; ,"HOLLIFIELD, MICHAEL ;",,10/1/2016,9/30/2021,active method; Acupuncture Therapy; Advocate; Affect; Afghanistan; Aftercare; Age; Animals; Anxiety; Area; arm; associated symptom; Biological; Biology; Blinking; care seeking; Characteristics; Chronic; Clinical; Clinical Trials; Cognitive Therapy; Coin; combat; Complementary Medicine; computer generated; conditioned fear; Data; Decision Making; desensitization; Dreams; Dropout; effective therapy; Effectiveness; Ethics; Evidence based intervention; Exclusion Criteria; Expectancy; Experimental Designs; follow-up; Galvanic Skin Response; Gender; Goals; group intervention; Guidelines; Heart Rate; heart rate variability; Hospitals; Human; Impairment; Individual; ineffective therapies; interest; Intervention; Iraq; Knowledge; Literature; Measures; member; Memory; Mental Depression; Minority; Modeling; Monitor; National Institute of Mental Health; Needles; Outcome; Participant; Patients; Peripheral; Pharmaceutical Preparations; Physiology; Pilot Projects; Placebo Control; Placebos; Policy Maker; Post-Traumatic Stress Disorders; Probability; Procedures; prospective; Psychophysiology; Psychotherapy; public health relevance; Publishing; Randomized; Randomized Controlled Clinical Trials; Randomized Controlled Trials; Recommendation; Recruitment Activity; Relaxation; Reporting; Research; Research Design; Research Priority; response; Risk; Sample Size; Sampling; sensor; Services; Severities; Side; Signal Transduction; Site; Skin; Sleep; Specific qualifier value; Startle Reaction; Symptoms; Testing; Time; Trauma; traumatic event; treatment duration; treatment response; trial comparing; Veterans; Vietnam; Waiting Lists; Work; ,Acupuncture for PTSD in Combat Veterans,1416,CLNA,Clinical Trials - A ,,,2,,,,
9378102,I01,VA,5,N,10/26/2017,10/1/2017,9/30/2018,999,I01CX000954,,RFA-CX-13-007,5I01CX000954-04,,Non-SBIR/STTR RPGs,2018,Veterans Affairs,,SALT LAKE CITY,UNITED STATES,,2,9094756,US,481089,VA SALT LAKE CITY HEALTHCARE SYSTEM,UT,841480001,"PUBLIC HEALTH RELEVANCE:         Osteoarthritis (OA) is the most common form of arthritis and affects almost 27 million Americans. It is seen more commonly in individuals who have served in the military, and thus is of particular interest to the Department of Veterans Affairs. The prevalence of OA is increasing rapidly; it is projected that by 2030, over 60 million Americans will be affected. Current treatments for OA are only marginally effective in treating pain, and none have been shown to alter the progression of OA. Degenerative joint cartilage is a central feature of OA, yet joint cartilage has a limited capacity for repair. Results from animal research demonstrate that pulsed low intensity ultrasound (PLIUS) mechanically stimulates, and may promote, cartilage repair. This exploratory trial will investigate whether PLIUS is potentially effective as a disease and symptom modifying intervention in 160 patients with early knee OA. If sufficient evidence of efficacy is observed, it would strongly support further clinic research in humans. If efficacy is subsequently confirmed after more definitive clinical trials, the standard of care for this highly prevalent and debilitating disease could radically change.",1999244 (contact); 1895478; 6084963; ,"CLEGG, DANIEL O (contact); KWOH, C KENT; LEE, SUSAN JUNG-AH;",,10/1/2014,12/31/2019,Address; Affect; Age; American; Animal Experimentation; Arthritis; articular cartilage; attenuation; base; Basic Science; bench to bedside; Biological Markers; Bone Marrow; Cartilage; cartilage degradation; cartilage regeneration; cartilage repair; Cavia; Chondrocytes; Cities; Clinic; Clinical; Clinical Data; Clinical Trials; Controlled Clinical Trials; cost; Cost of Illness; Data; Degenerative polyarthritis; Development; Devices; Diagnostic radiologic examination; disability; Disease; Disease Marker; Double-blind trial; effective therapy; Engineering; Enrollment; experience; FDA approved; Fracture; Fracture Healing; Gold; Human; Image; improved; indexing; Individual; innovation; interest; Intervention; Investigation; Joints; Knee; Knee Osteoarthritis; knee pain; knee replacement arthroplasty; Lesion; Light; Literature; Lower Extremity; Magnetic Resonance Imaging; Measures; Mechanical Stimulation; Mechanics; Medial; Medical; Medical center; meetings; member; Metabolism; Military Personnel; Modality; Modeling; Modification; Morphology; Nature; novel; Orthopedics; Outcome; Pain; Pain management; Pathogenesis; Patients; Phase; Physiologic pulse; pilot trial; Placebos; portability; pre-clinical; preclinical study; Prevalence; primary outcome; Procedures; Production; public health relevance; Publishing; Quality of life; Randomized; Recruitment Activity; reduce symptoms; repaired; Research; response; Running; Scientist; screening; Serum; Services; Severities; Sodium Chloride; Sonication; standard of care; Structure; subchondral bone; symptomatic improvement; Symptoms; System; Therapeutic; Thick; Time; treatment duration; treatment group; treatment response; Ultrasonography; Urine; Veterans; Weight-Bearing state; Western Ontario and McMaster Universities Arthritis Index; Work; ,A Pilot Trial to Assess Low-Intensity Ultrasound in Osteoarthritis,954,CLIN,Clinical Trials ,,,4,,,,
9351822,I21,VA,1,N,10/25/2017,10/1/2017,9/30/2018,999,I21BX003807,,RFA-BX-16-005,1I21BX003807-01,,RESEARCH CENTERS,2018,Veterans Affairs,,BEDFORD,UNITED STATES,,6,80042336,US,481040,EDITH NOURSE  ROGERS MEMORIAL VETERANS HOSPITAL,MA,17301114,Narrative  The ?brain in a dish? is a simple system to model human brains in health and disease. We aim to create models using blood cells from Alzheimer's disease patients and examine whether the nature of these models reflect the physiological situation in human brains. These studies will provide potential targets for therapeutic intervention.,8509340; ,"XIA, WEIMING ;",,10/1/2017,9/30/2019,Alzheimer's Disease; Alzheimer's disease model; Amyloid beta-Protein; Antibodies; Autopsy; Behavior; Benchmarking; beta-site APP cleaving enzyme 1; Binding Proteins; Biochemical; Blood; Blood Cells; Brain; Brain Diseases; brain tissue; Cell model; Cell physiology; Cerebrospinal Fluid; Chemicals; Cognitive; Dependence; Detergents; Dimensions; Disease; disorder control; drug development; Enzyme-Linked Immunosorbent Assay; Future; Generations; Genes; Genetic; Health; Human; In Vitro; in vitro Model; induced pluripotent stem cell; knock-down; Light; Modeling; Molecular; Nature; Neurofibrillary Tangles; neurofilament; Neurons; neuropathology; neurotrophic protein S100beta; novel; overexpression; Pathogenesis; Pathologic; Pathology; Patients; Peptides; Physiological; polypeptide; Property; protein aggregate; Proteins; Proteomics; Publishing; relating to nervous system; research and development; Sampling; Senile Plaques; Staining method; Stains; System; systems research; targeted treatment; tau Proteins; tau-1; Techniques; Testing; Therapeutic Intervention; ,Three dimensional neuronal model for Alzheimer's brain,3807,NURD,Neurobiology D ,,,1,,,,
9351814,I01,VA,1,N,10/25/2017,10/1/2017,9/30/2018,999,I01BX003527,,RFA-BX-16-004,1I01BX003527-01A1,,Non-SBIR/STTR RPGs,2018,Veterans Affairs,,BEDFORD,UNITED STATES,,6,80042336,US,481040,EDITH NOURSE  ROGERS MEMORIAL VETERANS HOSPITAL,MA,17301114,"Narrative  We plan to examine plasma, cells, cerebrospinal fluids, and brain tissue to identify certain proteins that are enriched or decreased in biological fluids from Alzheimer's disease patients. We have collected those tissue from dozens of Alzheimer's patients and cognitive normal people, and we aim to identify a single or a combination of several biomarkers that have good sensitivity and specificity to separate Alzheimer's patients from cognitive normal people.",8509340; ,"XIA, WEIMING ;",,10/1/2017,9/30/2021,Alzheimer's Disease; Amyloid beta-Protein; Autopsy; base; Benchmarking; Biological; Biological Markers; Boston; Brain; brain tissue; candidate marker; Cerebrospinal Fluid; Clinical; Cognitive; Detection; Dimensions; disease diagnosis; Disease Progression; disorder control; Early Diagnosis; Early treatment; Enzyme-Linked Immunosorbent Assay; Hand; induced pluripotent stem cell; Liquid substance; Mass Spectrum Analysis; Measurement; Measures; mild cognitive impairment; Molecular Conformation; Monitor; Nature; Neurofibrillary Tangles; Neurons; non-demented; novel marker; Pathogenesis; Pathologic; Pathology; Patients; Peptides; Peripheral; Plasma; Plasma Cells; Positioning Attribute; Protein Conformation; Proteins; Proteomics; Reporting; Research Personnel; Sampling; Senile Plaques; Sensitivity and Specificity; Severities; tau conformation; tau Proteins; Tauopathies; Testing; Tissues; Universities; Wisconsin; ,Profiling Alzheimer's Biomarkers,3527,NURD,Neurobiology D ,,A1,1,,,,
9349979,I01,VA,1,N,10/25/2017,10/1/2017,9/30/2018,999,I01BX003742,,RFA-BX-16-001,1I01BX003742-01A1,,Non-SBIR/STTR RPGs,2018,Veterans Affairs,,EAST ORANGE,UNITED STATES,,10,87286308,US,10018809,VA NEW JERSEY HEALTH CARE SYSTEM,NJ,70181023,Project narrative The uncontrolled cell proliferation that represents the hallmark of neoplastic disease not only involves deregulated cell proliferation but also requires adjustments in the energy metabolism that fuels the cells growth particularly altered glutamine metabolisms. Our proposed studies will interrogate possible relationship between altered glutamatergic signaling and glutamine metabolisms in melanoma.,1871027; ,"CHEN, SUZIE ;",,10/1/2017,9/30/2020,Affect; Agonist; Amino Acids; Apoptosis; Archives; Biochemical Pathway; Biological; Biopsy Specimen; Blood; cancer cell; Cancer Cell Growth; carboxylation; Cell Count; Cell Cycle Arrest; cell growth; Cell Line; Cell Proliferation; Cells; Clinical; combinatorial; Development; Disease; Ectopic Expression; Elements; Energy Metabolism; Ensure; Environment; Etiology; experimental study; General Population; Genetic; Genotype; Glutamate Receptor; glutamatergic signaling; Glutamates; Glutaminase; Glutamine; Homeostasis; Human; Hypoxia; IL8 gene; In Vitro; in vivo; Individual; insight; Lesion; Ligands; Link; Malignant - descriptor; Malignant Neoplasms; MAP Kinase Gene; Mediating; Medical center; melanocyte; melanoma; Melanoma Cell; Metabolic; Metabolism; metabotropic glutamate receptor type 1; metaplastic cell transformation; Mitochondria; mitochondrial metabolism; Modeling; mouse model; Mus; neoplastic; neoplastic cell; Neurons; Normal Cell; Normal tissue morphology; novel therapeutics; NRAS gene; Nutrient; outcome prediction; overexpression; oxidation; Pathway interactions; Patients; Pharmacology; PI3K/AKT; pre-clinical; Pre-Clinical Model; Proliferating; receptor; Regimen; Role; Sampling; Signal Transduction; Specimen; System; Testing; transcription factor; Transgenic Mice; Transgenic Organisms; Translations; tumor; tumor growth; tumorigenesis; uncontrolled cell growth; Up-Regulation; Vascular blood supply; Vascular Endothelial Growth Factors; VHL protein; Xenograft procedure; ,GRM1-induced HIF-1? and reprogramming of glutamine metabolisms in melanoma,3742,ONCE,Oncology E ,,A1,1,,,,
